id,age,income,spending_score,savings,loan_amount,default
47655,52,25417,68,42813,366302,1
47656,53,105104,15,319619,2262,1
47657,55,80509,15,126905,780104,0
47658,29,90257,97,291032,581932,1
47659,48,97318,51,378594,313831,0
47660,53,30636,13,65754,364710,1
47661,47,65589,81,208967,389522,1
47662,61,40536,83,389017,794321,1
47663,21,105164,59,315942,701290,1
47664,19,37077,13,126871,573398,1
47665,61,55841,70,214168,689775,0
47666,30,108519,57,218131,77132,0
47667,43,35160,54,80879,654451,0
47668,46,121844,40,468521,426052,0
47669,65,147093,94,368580,59345,1
47670,53,136307,31,255734,707928,0
47671,45,138602,53,49285,731062,0
47672,25,23873,13,308066,449291,0
47673,22,34891,24,175580,452235,0
47674,49,80996,93,499687,600752,0
47675,47,102484,56,23594,739356,1
47676,31,130525,46,150609,507737,0
47677,64,61455,2,159514,253920,1
47678,60,62845,54,238768,652848,1
47679,27,143680,80,173109,248720,1
47680,27,68459,76,125612,344162,0
47681,23,148511,28,441133,274338,0
47682,33,130404,90,386121,42814,0
47683,43,135328,96,343792,63107,1
47684,38,134850,61,18736,654996,1
47685,53,89882,68,493048,141858,1
47686,58,93240,5,1194,502777,0
47687,59,110755,17,478864,477878,1
47688,47,40808,20,306536,631496,0
47689,22,95893,40,221298,617957,1
47690,27,122768,93,216767,272711,0
47691,65,112907,89,92961,126384,0
47692,48,29330,82,52098,457415,0
47693,28,40092,22,103889,643862,1
47694,55,130786,53,49871,439528,0
47695,24,43133,72,150721,3828,0
47696,29,147699,40,249392,357569,0
47697,62,83102,47,214819,37795,1
47698,66,102057,74,312276,208333,1
47699,58,29875,81,286750,6371,0
47700,25,148295,46,129139,431598,1
47701,45,27106,58,40464,525472,1
47702,33,109162,84,277425,331443,1
47703,20,68142,27,404946,562070,0
47704,54,68499,2,209872,126348,0
47705,49,24251,52,304927,3712,0
47706,38,117131,29,159433,546151,0
47707,62,21058,6,315970,158844,0
47708,35,24614,20,304037,210898,1
47709,65,40661,83,249464,585633,1
47710,63,46592,75,281937,112165,1
47711,28,28361,18,107739,50583,1
47712,67,30736,22,319483,148964,1
47713,25,107333,51,363078,790592,1
47714,29,74994,14,376373,718916,0
47715,68,40287,6,367916,24637,1
47716,69,27224,21,295152,348699,1
47717,19,78731,64,90633,782732,0
47718,58,118204,8,385235,406834,1
47719,39,101531,18,481122,751099,1
47720,26,68833,22,138898,391345,0
47721,31,23051,70,447674,703213,1
47722,32,51740,99,52426,61372,1
47723,28,56434,54,87651,606775,0
47724,30,121064,35,107670,126101,0
47725,45,138523,45,182602,746676,1
47726,42,47525,53,21986,241428,0
47727,54,119664,54,40924,389884,0
47728,23,112161,57,111416,405647,1
47729,54,61382,73,76060,95033,0
47730,50,40357,80,441977,372812,1
47731,42,22829,75,335247,797838,0
47732,67,117008,48,413152,677480,1
47733,40,100345,85,497936,167348,1
47734,25,85681,42,218914,731379,1
47735,34,87909,23,487332,412819,0
47736,48,49259,54,206610,300143,1
47737,43,85765,62,201156,580702,1
47738,28,46517,58,143490,640999,1
47739,47,30061,45,453103,682292,1
47740,28,90924,84,102578,726294,1
47741,20,139368,81,343534,19964,0
47742,57,142737,95,381592,80494,0
47743,57,104585,82,186973,344658,0
47744,38,67839,29,293938,396472,0
47745,52,72745,48,363690,670227,1
47746,45,97594,32,109391,656246,1
47747,39,55597,8,49928,189470,0
47748,59,105256,50,85076,77943,0
47749,68,44200,9,18995,582152,1
47750,63,135929,46,487595,248452,1
47751,35,25048,6,403851,699750,1
47752,40,23295,69,92045,196726,1
47753,43,95112,45,270630,39181,1
47754,52,39746,77,73473,578931,0
47755,46,133817,25,408628,796528,0
47756,69,149704,95,423032,268080,1
47757,63,103308,98,109851,491785,0
47758,28,142985,81,343831,149663,1
47759,59,140440,57,441650,628415,1
47760,63,97378,26,438226,341947,1
47761,18,70973,84,352525,303514,0
47762,33,61244,6,8594,501624,1
47763,42,86131,96,145317,571954,0
47764,55,31075,97,291053,411970,0
47765,35,131117,59,221590,559584,1
47766,33,65932,84,116909,255420,1
47767,36,50899,60,68879,147640,0
47768,33,29254,11,434758,675895,0
47769,22,64308,47,196624,292986,1
47770,44,80230,52,74781,121549,1
47771,61,26655,10,77319,388591,0
47772,23,47653,43,221989,625514,0
47773,51,66262,39,375142,383793,1
47774,33,110663,83,55483,141931,1
47775,40,27877,27,166538,656371,0
47776,60,74936,40,55348,401511,1
47777,61,48035,98,482214,756157,0
47778,49,98587,36,106733,29426,0
47779,60,59652,20,24988,278300,0
47780,40,49688,46,347952,764736,0
47781,37,100344,69,256317,419297,1
47782,36,131057,74,341056,488908,1
47783,46,140737,63,88092,248966,1
47784,25,129656,32,436681,669448,0
47785,46,39989,40,125767,706931,1
47786,35,144215,40,49438,83024,1
47787,22,65357,92,70479,527189,1
47788,29,92823,29,389765,182922,1
47789,27,69847,22,7649,193512,0
47790,64,100589,73,201549,597820,1
47791,54,137732,66,458590,114819,0
47792,34,147434,77,404851,368061,0
47793,49,136634,35,143794,183870,0
47794,21,149113,27,54380,670503,0
47795,48,99987,63,97933,546324,1
47796,43,39106,30,318713,134168,0
47797,29,34735,29,28431,491305,0
47798,35,78867,35,366760,142802,0
47799,25,95411,37,198010,491548,0
47800,49,136494,26,264019,456892,0
47801,37,110061,4,138537,471631,1
47802,66,126605,99,124693,391433,1
47803,57,95975,10,224221,728104,0
47804,30,143671,20,60841,166317,0
47805,40,44509,60,298411,513126,1
47806,20,55407,10,378987,386933,0
47807,52,45562,30,4818,498528,1
47808,56,67866,75,354127,326640,0
47809,67,66299,16,242252,186298,0
47810,38,122187,7,473019,290261,0
47811,24,138413,23,382060,422852,1
47812,43,44648,40,108101,259129,0
47813,40,106893,1,377055,615939,1
47814,49,104684,45,113593,380200,0
47815,19,30674,7,132711,473104,1
47816,56,122293,41,66222,180789,1
47817,19,64765,68,188401,608239,1
47818,56,50367,2,286069,78446,0
47819,63,20591,17,342421,447609,1
47820,32,65170,9,346644,276415,1
47821,33,126520,11,434138,261422,1
47822,43,42704,44,181069,254670,0
47823,25,90934,83,167678,459719,0
47824,33,30532,56,57848,454268,1
47825,38,58107,14,325028,764726,0
47826,56,45602,79,52125,53367,1
47827,28,122203,47,22091,529894,1
47828,41,48986,72,455961,34344,1
47829,53,29622,59,146439,34444,0
47830,35,128064,60,43314,586195,1
47831,40,125141,33,312753,765818,0
47832,30,34886,56,439496,351025,0
47833,66,43704,2,298642,161849,0
47834,61,50782,2,489335,127648,1
47835,67,127608,60,161086,258335,1
47836,59,32390,20,209009,607185,1
47837,56,136564,23,157180,771540,1
47838,61,76822,82,489177,682378,0
47839,61,132314,30,302037,162632,0
47840,62,134846,85,665,385871,1
47841,18,112720,36,23249,746213,1
47842,24,53501,67,32867,200347,1
47843,65,73606,57,223363,471038,1
47844,65,22028,17,458871,657109,1
47845,38,43227,24,419689,209007,0
47846,33,69916,68,122319,140279,0
47847,65,100748,73,118692,273958,1
47848,31,112649,33,347384,400799,1
47849,60,52959,57,51930,585173,0
47850,68,110355,98,248095,73275,0
47851,60,125441,45,15164,594690,0
47852,19,143813,54,130972,30429,1
47853,48,114790,32,265151,20426,0
47854,56,48506,59,238188,303692,0
47855,26,103020,8,288258,351385,0
47856,58,78076,60,398979,468121,0
47857,31,101750,15,271040,503314,1
47858,27,83239,31,227977,578656,1
47859,65,73204,64,2073,155348,1
47860,41,28972,5,211288,103266,0
47861,67,69945,42,171687,744507,1
47862,50,41482,29,497766,714711,0
47863,51,47529,14,120724,460717,0
47864,37,96508,52,135630,208533,0
47865,45,28282,53,235037,752781,0
47866,21,92247,13,87607,777762,0
47867,51,47011,60,418714,240120,0
47868,21,54409,48,63836,12164,0
47869,23,23358,26,51522,183381,0
47870,39,23856,84,373647,62680,1
47871,21,145947,31,219156,67937,0
47872,67,83367,36,443306,451368,0
47873,22,126931,27,329420,172622,0
47874,28,111940,97,91352,232585,0
47875,62,21916,93,385218,265319,1
47876,52,133555,91,39893,368867,0
47877,36,101966,4,119501,241846,1
47878,69,44566,75,121645,322546,1
47879,28,115177,89,238192,398766,1
47880,28,22354,5,178074,597642,0
47881,44,102033,51,229910,85955,1
47882,19,119385,66,56644,195527,0
47883,64,138827,40,71151,170460,0
47884,25,116609,77,221569,267315,1
47885,51,129798,27,3282,252777,0
47886,57,66858,81,322586,235865,1
47887,37,141838,95,468617,200350,1
47888,40,66091,54,4825,667544,1
47889,32,77737,75,436417,138913,1
47890,65,133356,9,331511,150602,0
47891,30,119893,11,85267,797722,0
47892,48,109633,7,287408,90956,1
47893,66,90391,70,303781,593481,0
47894,63,95165,30,196839,353765,1
47895,31,58798,93,308324,227852,0
47896,18,119829,95,437665,541861,1
47897,44,66727,87,401595,338037,1
47898,50,114437,77,229833,175681,0
47899,52,98179,37,186628,288704,1
47900,32,108487,76,131275,420345,0
47901,22,122899,45,108853,640897,1
47902,54,109365,82,318608,222751,0
47903,21,148772,76,225762,87627,0
47904,63,123903,67,135225,337767,1
47905,37,48691,48,199713,124710,1
47906,56,138998,81,91296,367392,1
47907,39,127239,10,312853,191267,1
47908,41,96269,13,412147,277012,0
47909,64,120469,60,247509,29302,1
47910,28,141392,23,352942,541158,0
47911,63,29846,30,273661,71684,0
47912,23,64467,61,446723,316495,1
47913,44,107489,28,380195,636557,1
47914,27,91314,23,242675,70197,1
47915,56,31993,69,127526,193675,0
47916,27,105731,49,379303,1058,1
47917,63,105389,30,51268,68674,0
47918,43,102182,73,150157,335379,1
47919,54,99800,98,17296,488932,0
47920,50,89967,26,360629,544200,0
47921,68,49193,81,94587,764743,0
47922,25,35210,34,73930,480637,1
47923,68,113845,68,319982,691898,0
47924,66,40185,78,271708,65296,1
47925,68,82596,2,247362,754231,0
47926,45,127512,48,281925,303007,1
47927,65,100075,70,118227,61531,0
47928,53,37367,73,314442,392166,1
47929,57,93207,24,484703,778444,1
47930,42,103479,14,9630,727141,0
47931,53,121006,77,284705,612522,1
47932,30,133495,75,495175,595189,0
47933,24,30455,89,115471,368219,1
47934,18,147209,30,456066,616725,1
47935,26,36281,88,93351,635201,1
47936,45,123990,34,367281,456821,1
47937,53,109441,23,439484,316200,0
47938,63,24497,83,61084,601206,1
47939,47,25802,65,342302,27741,0
47940,26,141316,79,467623,93907,1
47941,47,143269,46,484968,263673,0
47942,52,24268,62,45893,76225,1
47943,64,133432,54,163035,60642,0
47944,44,24048,16,419415,671304,1
47945,46,118810,60,61197,597040,0
47946,22,59055,98,301598,582057,1
47947,18,97750,65,323609,405325,1
47948,60,20246,58,206791,522381,1
47949,68,113623,22,421246,211263,0
47950,22,124988,53,412439,463936,1
47951,46,67423,2,450112,236555,1
47952,34,125856,49,136841,634594,1
47953,68,48283,13,411961,146424,0
47954,66,114892,35,84959,200945,1
47955,54,100105,21,188778,229720,1
47956,41,146316,41,143345,379974,1
47957,69,85491,72,431485,748258,0
47958,44,130105,29,217841,753610,0
47959,26,113780,73,273470,331014,1
47960,55,131153,53,118151,156910,1
47961,30,47121,4,497075,632982,0
47962,43,71866,67,193298,186711,0
47963,28,75907,4,463691,677614,1
47964,41,29634,91,465358,682172,0
47965,50,55407,37,492968,262720,1
47966,66,43068,94,199396,79030,0
47967,23,84646,79,398765,521507,1
47968,52,122461,16,11377,471466,1
47969,33,66150,92,424458,130057,1
47970,30,21918,55,413868,569662,0
47971,61,42305,76,127073,737849,0
47972,28,53711,89,375092,26614,0
47973,40,149668,28,422672,508330,1
47974,19,110228,60,381595,84831,0
47975,47,104477,4,409741,283542,0
47976,36,50215,99,102167,460382,0
47977,57,111335,39,288299,82874,0
47978,62,141386,69,283988,87901,0
47979,63,53756,29,6181,133325,0
47980,64,50387,17,420886,677430,1
47981,66,149865,31,287814,198299,0
47982,32,126240,12,148399,304121,1
47983,59,124997,95,38326,646221,0
47984,50,77307,11,183514,657236,1
47985,61,47398,46,124664,781743,0
47986,58,34672,39,415064,291436,1
47987,22,57047,30,422005,555922,0
47988,39,72719,32,236319,744305,0
47989,44,82893,72,315716,455567,1
47990,64,109080,74,168967,495142,1
47991,52,34615,11,21396,268676,1
47992,36,149826,27,309659,363172,0
47993,56,62696,6,176578,402073,1
47994,24,121417,55,90275,793115,1
47995,56,79330,6,223068,397516,0
47996,51,95051,30,450223,530161,0
47997,51,45091,18,282748,132022,0
47998,44,47615,39,129944,8857,1
47999,61,97163,78,362482,557159,0
48000,22,34325,63,486559,366369,1
48001,21,24214,15,437460,401219,1
48002,24,55916,50,90904,641621,1
48003,65,139575,53,107331,535520,0
48004,20,22886,87,278739,324593,1
48005,38,97714,36,239440,50694,0
48006,51,43674,89,332201,202092,0
48007,66,85370,9,85867,279892,0
48008,26,88017,61,411073,40691,0
48009,37,71162,24,474128,469353,1
48010,57,119729,83,124642,667984,0
48011,29,109437,61,341772,98674,1
48012,56,118971,98,474539,655521,0
48013,63,25532,75,36940,335148,0
48014,45,42856,48,60351,506348,0
48015,65,102022,35,215329,710699,1
48016,50,115078,92,76739,674604,0
48017,27,41844,31,271410,527846,0
48018,28,50636,97,428386,791079,1
48019,24,56453,15,40247,494409,0
48020,35,116134,66,403470,121609,1
48021,36,41548,27,490738,278691,1
48022,31,108408,16,82906,525099,1
48023,34,83897,67,344564,399764,1
48024,40,85011,63,273335,173138,1
48025,36,83045,27,421814,400404,1
48026,62,118352,32,282889,486182,1
48027,20,48790,58,248916,423261,0
48028,51,90483,35,97337,659705,1
48029,42,46001,24,79255,94539,0
48030,58,143347,71,257300,378871,1
48031,48,101703,83,165665,607269,1
48032,56,50225,5,123742,279511,1
48033,31,77390,39,42536,186106,0
48034,54,130592,51,24655,370279,0
48035,69,32448,63,263066,656880,1
48036,64,148294,8,221397,436140,0
48037,37,24719,89,362174,429662,0
48038,49,48694,22,42943,157493,0
48039,50,138515,66,64323,174808,1
48040,69,70445,40,374324,128785,0
48041,48,100347,46,21050,436389,0
48042,24,42484,10,487068,789649,0
48043,22,92444,82,467209,740406,1
48044,21,30155,89,410301,443479,0
48045,28,136004,80,100956,749819,0
48046,36,109670,79,359655,799364,0
48047,55,33899,71,134258,543002,1
48048,37,118802,76,311474,540414,1
48049,44,79044,96,246,552854,1
48050,46,36870,67,425628,47492,0
48051,35,27579,1,461563,581640,0
48052,54,139162,56,223643,469446,1
48053,69,45350,43,75840,281856,0
48054,64,91276,87,60344,187118,1
48055,42,20888,35,266168,111179,1
48056,37,106707,65,457409,249707,0
48057,23,116767,44,229251,297892,0
48058,53,97456,84,147080,699546,0
48059,66,113885,80,412547,518106,0
48060,32,142020,45,427903,717349,0
48061,35,40493,35,268455,48314,1
48062,55,63251,37,188444,736967,1
48063,42,113618,65,93276,13302,0
48064,37,83286,47,126975,338895,0
48065,39,93272,55,362911,164372,0
48066,68,109091,34,277548,184535,1
48067,29,79605,21,43618,143720,1
48068,58,144976,26,102163,15777,0
48069,57,21104,14,216445,73688,1
48070,64,115778,18,484892,716976,1
48071,50,45453,88,19664,8011,1
48072,46,102100,35,284380,791000,0
48073,19,24767,65,465299,138263,0
48074,43,135557,16,122845,266924,1
48075,49,64408,61,171093,105308,0
48076,20,117758,21,144617,602666,1
48077,47,93944,88,203164,193312,0
48078,36,140073,26,30954,536935,1
48079,27,88346,47,225450,682396,0
48080,42,45200,46,228182,434519,0
48081,63,42717,18,374789,308620,1
48082,36,67105,41,79091,191475,1
48083,60,33886,88,47758,359509,0
48084,38,101370,92,116959,367869,0
48085,23,32747,20,310607,421614,0
48086,68,102551,81,414715,235549,0
48087,31,33044,85,44029,504500,1
48088,25,76719,18,151175,458153,1
48089,19,133423,66,100502,633060,0
48090,35,134818,36,248078,287325,0
48091,39,129784,17,443376,540264,0
48092,47,94257,43,56864,22765,1
48093,53,99078,70,370378,304870,0
48094,45,128329,35,75644,81690,1
48095,52,114439,98,250296,403317,0
48096,19,141247,56,223992,289602,1
48097,53,53915,86,406951,755004,1
48098,35,53329,96,247246,65884,0
48099,60,81616,10,441096,298903,1
48100,26,39970,70,116000,201069,1
48101,45,70247,77,428620,10751,0
48102,25,68499,70,154225,539165,0
48103,25,54940,33,328344,182402,1
48104,22,30622,2,240435,85749,0
48105,30,43556,80,94553,383842,1
48106,24,100056,40,190746,73,0
48107,38,85619,25,89908,284374,1
48108,46,88523,84,432816,35581,0
48109,54,98488,91,307261,32738,0
48110,62,133349,46,21322,706567,1
48111,69,92411,15,333409,711580,1
48112,65,107062,74,93793,617838,1
48113,31,90615,91,109284,761847,0
48114,54,53673,17,104228,587311,0
48115,68,92329,86,266248,733039,0
48116,21,39616,14,100843,179813,1
48117,39,137832,28,113332,393764,0
48118,28,148913,72,225535,73369,1
48119,51,99554,8,155097,778386,0
48120,62,111232,29,410935,654740,1
48121,33,111721,41,144247,218779,0
48122,26,61498,65,418514,426492,1
48123,33,67266,54,455074,134263,0
48124,56,124509,73,161012,446022,1
48125,33,77745,8,285888,118713,0
48126,48,32550,4,461769,707705,0
48127,48,52966,85,259630,21709,1
48128,30,74485,69,22103,246085,1
48129,22,76073,64,286076,430819,1
48130,64,128027,58,184612,82480,1
48131,56,106042,41,167395,741446,1
48132,35,41484,41,309578,297003,0
48133,37,80995,87,322537,76156,0
48134,19,135659,87,32290,423522,0
48135,57,123618,59,672,537273,1
48136,47,41942,2,71976,290824,1
48137,27,129359,67,18908,432846,0
48138,59,77194,11,397736,493123,0
48139,28,22370,28,204769,385321,0
48140,46,98168,3,482548,787896,0
48141,57,77241,73,450737,173821,0
48142,33,32199,96,468263,719628,1
48143,65,149862,52,104330,197453,1
48144,45,77133,74,197568,626781,1
48145,34,62593,12,118056,233024,0
48146,55,90857,44,378678,593200,0
48147,67,76770,56,148546,11211,1
48148,66,143639,20,455461,241976,1
48149,61,86907,61,166141,98090,1
48150,32,136746,41,50664,320993,1
48151,48,61394,12,347982,286372,1
48152,24,105023,9,190008,39377,0
48153,63,86375,25,239065,397939,1
48154,47,91827,75,46000,65091,1
48155,53,130212,9,277244,426932,1
48156,66,116125,13,63855,359693,1
48157,43,101832,13,147713,746725,0
48158,28,91948,7,27977,635128,0
48159,23,35050,12,42804,539273,0
48160,59,44185,41,159604,117728,1
48161,46,113281,87,46599,56873,1
48162,45,130827,27,273146,506982,0
48163,32,123042,92,135742,640961,0
48164,46,41390,31,185476,621987,1
48165,23,108827,64,378571,597754,1
48166,65,71451,56,415051,258767,0
48167,29,36224,34,100158,76830,0
48168,68,104535,12,43677,709821,0
48169,33,119195,68,174533,721251,0
48170,63,73162,20,73024,170958,0
48171,55,61720,36,466815,36057,1
48172,26,86761,67,361669,352545,1
48173,39,55064,93,413331,50483,0
48174,50,85474,70,435593,701225,1
48175,43,41293,69,221033,330355,0
48176,57,75668,63,418336,299413,0
48177,24,77519,43,287341,694726,0
48178,63,137864,99,343261,350020,0
48179,49,69101,12,395907,385466,1
48180,57,97044,55,340623,551730,0
48181,60,99072,47,434669,456797,0
48182,41,20864,84,401371,581984,1
48183,58,85443,89,253705,595180,0
48184,68,79030,96,440189,499892,0
48185,56,59350,67,112960,136912,0
48186,55,131926,62,102823,542813,0
48187,67,31772,63,253310,565619,1
48188,54,87637,1,227240,188417,1
48189,36,80796,1,486380,319641,0
48190,60,104288,66,267237,603768,0
48191,22,103162,13,354964,73775,0
48192,47,31058,82,140443,102259,0
48193,42,102847,85,251784,36351,1
48194,47,123892,66,71188,279608,0
48195,42,108811,88,240116,254760,1
48196,26,39327,70,240080,47844,1
48197,44,139187,64,85950,678488,0
48198,41,20346,67,357183,355601,0
48199,57,26819,50,401158,90702,1
48200,60,53256,78,115248,342116,1
48201,55,137535,31,102034,412414,0
48202,32,137094,94,109570,741728,1
48203,55,127576,9,490961,326386,0
48204,43,93244,65,157781,426155,1
48205,47,76237,55,379145,91959,0
48206,28,21110,29,453330,428335,1
48207,46,87961,89,277486,413712,0
48208,32,78274,39,413846,330855,1
48209,61,75374,84,35907,649418,0
48210,26,29578,12,449418,400453,0
48211,59,135657,34,489682,450613,1
48212,46,24403,22,105875,408563,0
48213,32,54702,60,456851,624654,1
48214,34,23160,78,275510,20164,1
48215,33,115184,58,307734,382369,1
48216,39,57554,92,358745,630886,0
48217,57,60222,63,162028,759499,1
48218,66,134634,59,228743,209450,1
48219,60,64627,71,476035,363495,0
48220,28,116478,6,83597,262763,0
48221,55,92335,36,364224,307013,0
48222,42,20163,32,1998,456153,1
48223,47,25414,59,192018,789567,0
48224,19,45226,90,53786,749973,1
48225,18,130227,54,450448,13500,0
48226,69,50681,70,10906,695167,0
48227,55,63319,34,193065,62041,0
48228,54,93456,43,329615,784041,0
48229,26,109842,48,394839,166434,1
48230,22,27641,50,469324,388684,1
48231,67,116425,29,129240,314599,1
48232,41,136782,6,360241,8116,0
48233,44,138789,65,166113,147140,1
48234,47,81292,8,81399,224149,1
48235,68,144450,72,209285,205158,1
48236,32,98727,26,54369,515874,0
48237,64,80486,22,50044,704581,1
48238,26,129860,16,2745,186477,0
48239,63,82641,74,374157,241480,0
48240,54,62106,17,244043,450902,1
48241,47,106772,72,198308,584168,0
48242,66,41391,84,256843,80748,1
48243,32,88104,65,181397,201820,1
48244,37,57706,53,32149,406308,0
48245,66,89332,60,49837,42288,0
48246,42,111963,31,438201,8057,1
48247,26,49234,22,35708,516470,1
48248,62,140621,25,340283,346564,0
48249,39,120678,76,183046,279772,1
48250,30,87467,29,99007,434175,0
48251,54,117855,66,401630,269597,0
48252,45,43410,14,136307,402590,1
48253,31,108807,50,357087,520139,1
48254,47,35892,88,308594,122588,0
48255,56,115236,25,206226,81497,1
48256,22,92709,24,75162,415749,1
48257,29,24138,12,374876,519724,1
48258,52,43833,3,152739,558653,0
48259,58,67964,79,323600,341725,1
48260,59,70741,45,38540,104276,0
48261,18,72095,74,83997,66578,0
48262,63,116386,10,142665,384339,1
48263,18,126122,40,335150,750639,1
48264,59,74486,42,496512,43470,0
48265,60,55864,27,179110,503163,0
48266,37,135595,62,440801,37624,1
48267,51,24672,6,65084,797560,1
48268,51,28451,38,325461,764862,0
48269,41,116691,30,358085,684861,1
48270,45,100254,9,276253,766191,1
48271,28,60896,33,140162,502910,1
48272,25,116965,23,96788,121379,0
48273,52,58305,21,80249,328548,0
48274,58,25594,65,339162,587946,0
48275,33,29324,76,496540,64527,0
48276,33,32815,35,270253,202056,1
48277,59,104682,46,28874,667645,1
48278,23,62637,23,40549,196656,0
48279,37,20869,98,41555,432331,0
48280,69,136719,98,110145,317869,1
48281,69,85136,91,58075,335707,1
48282,28,114793,96,410769,452238,1
48283,25,44508,51,5342,560836,0
48284,37,128084,19,379027,703926,0
48285,49,139925,82,297900,343031,0
48286,50,133849,72,155917,102453,0
48287,23,127070,99,454900,585732,1
48288,45,77484,48,254321,407506,1
48289,25,40478,49,465607,432858,1
48290,31,105292,28,296793,633591,0
48291,20,133889,54,147324,756997,1
48292,19,124672,40,119293,161847,0
48293,39,127702,50,252715,211090,1
48294,50,26304,5,484628,498040,0
48295,60,127581,38,487190,50528,1
48296,38,100806,49,262597,653280,0
48297,23,135084,77,435410,708541,1
48298,57,68720,79,246169,713518,0
48299,24,120168,68,12802,671625,1
48300,23,132012,55,143425,461874,0
48301,67,128559,31,300144,451599,1
48302,61,42756,30,327180,693789,0
48303,25,143317,66,287225,437821,0
48304,41,141245,71,350330,88740,0
48305,44,100806,57,427277,154253,0
48306,68,59520,73,198748,305511,0
48307,45,129927,29,412123,279824,1
48308,22,42335,30,387667,278919,1
48309,36,84325,83,262164,465292,0
48310,26,135339,22,139977,451228,0
48311,42,136865,36,60486,174791,1
48312,61,129472,53,357762,261599,1
48313,64,61614,57,270137,113662,1
48314,62,37232,3,419723,665593,0
48315,30,149715,57,180526,72778,0
48316,54,45762,30,216786,279485,1
48317,19,134014,16,154474,497570,1
48318,68,28669,66,213210,713948,1
48319,57,115866,75,271340,636932,0
48320,31,53829,47,434704,569100,0
48321,48,119279,92,469779,783442,0
48322,23,68425,29,156727,81897,0
48323,42,32140,27,145034,574814,0
48324,56,51975,45,268791,641304,1
48325,63,63856,70,466006,226184,0
48326,48,25883,63,118874,44311,1
48327,55,69670,18,262246,693093,1
48328,33,64599,40,434461,129973,0
48329,44,121252,69,221532,11717,1
48330,47,49863,10,85540,300629,0
48331,21,77148,86,252609,527633,0
48332,56,40186,24,61824,94900,1
48333,33,77408,57,224894,68808,0
48334,53,146145,7,319250,265120,0
48335,24,67555,97,457013,579976,0
48336,38,122336,12,67608,787538,0
48337,19,81020,81,157380,334638,0
48338,25,29044,60,434585,222260,0
48339,59,48841,98,393624,373060,0
48340,44,131329,57,25575,247729,0
48341,19,149254,20,423266,456892,0
48342,23,127457,53,177158,268165,1
48343,21,97080,50,35777,665052,1
48344,38,110117,15,318389,697640,0
48345,18,122663,73,126058,15004,1
48346,55,147906,16,343002,171762,0
48347,29,73300,72,93839,592929,1
48348,44,63026,62,218912,786581,1
48349,31,38696,87,42030,407675,0
48350,32,101056,7,197307,32219,1
48351,41,134439,64,152062,731572,0
48352,35,88389,92,210131,485807,1
48353,34,59071,95,231570,347545,1
48354,26,76342,63,137912,278809,0
48355,64,35521,74,36838,93686,0
48356,35,129910,15,486394,543387,1
48357,35,133581,58,483489,205747,0
48358,22,80831,7,326340,308644,1
48359,65,120736,55,20182,295848,1
48360,26,31270,86,364462,716728,0
48361,52,57738,53,262903,436105,1
48362,61,129423,22,102172,398431,0
48363,63,34871,85,204931,456147,0
48364,18,116385,21,390388,157517,0
48365,58,97566,90,183787,509115,0
48366,26,127775,74,456981,153308,1
48367,49,147225,89,438478,544350,0
48368,37,129457,70,140765,502260,0
48369,30,20617,15,452123,53350,1
48370,57,83843,62,60457,401243,1
48371,28,55127,24,180695,586166,0
48372,63,105851,52,250798,713184,1
48373,65,123906,80,53425,454638,0
48374,60,136767,68,98141,118018,0
48375,68,31852,18,329451,155839,1
48376,59,39269,37,165068,39493,0
48377,43,93820,75,130828,353098,0
48378,57,113705,77,44043,587004,1
48379,28,127386,6,486039,223128,0
48380,42,112071,33,464862,302732,0
48381,57,146793,36,117402,180237,1
48382,42,73281,21,78258,67711,1
48383,37,131443,95,331511,624206,0
48384,59,35982,52,130413,140819,1
48385,66,138048,18,434473,784471,0
48386,28,31210,17,85913,257255,1
48387,61,78711,9,291252,176298,1
48388,27,114816,79,267220,592968,1
48389,69,147483,29,200175,518196,1
48390,66,42840,4,325814,71897,1
48391,20,27829,88,359949,97619,1
48392,56,33231,75,155749,238796,0
48393,44,74475,88,85283,105734,1
48394,52,101117,12,75262,456290,1
48395,66,32319,62,153265,779798,1
48396,57,32924,31,481865,615230,0
48397,48,73867,68,31551,476952,1
48398,38,57586,44,32482,331393,0
48399,39,105420,20,206416,539361,1
48400,36,123399,6,279553,382937,0
48401,31,48673,45,143321,698203,0
48402,54,142362,69,419920,694716,1
48403,68,66066,59,350967,703606,0
48404,62,29677,14,93088,323102,0
48405,67,139990,79,32047,291596,0
48406,40,141914,81,87998,531765,0
48407,43,78656,79,311145,191442,0
48408,60,75391,25,268975,48115,0
48409,61,124952,14,448385,790759,0
48410,57,34073,92,243597,232458,0
48411,29,146568,58,289771,305131,0
48412,18,28402,31,207850,661057,0
48413,67,27949,27,47349,756852,1
48414,51,116195,41,316571,6941,1
48415,61,114145,52,180136,320650,1
48416,36,50153,52,98321,227400,1
48417,40,44122,36,196431,350899,1
48418,24,36348,80,163129,217950,0
48419,24,28974,50,390538,736313,0
48420,18,28094,99,378823,43868,1
48421,35,125440,77,382114,499213,1
48422,25,92906,21,409938,133325,0
48423,42,118415,47,433327,692671,1
48424,59,95116,20,309151,786223,1
48425,46,79367,72,407623,83072,0
48426,40,41626,84,16570,394791,0
48427,46,56552,32,103675,589625,0
48428,18,114510,6,181419,305989,1
48429,32,20696,78,77106,678356,0
48430,32,142425,34,197613,180014,0
